SIGNED_HIGHWAY_RDBD_ID,FISCAL_YEAR,RESPONSIBLE_DISTRICT,BEG_REF_MARKER_NBR,BEG_REF_MARKER_DISP,END_REF_MARKER_NBR,END_REF_MARKER_DISP,DISTRESS_SCORE,CONDITION_SCORE,RIDE_SCORE,ACP_PATCHING_PCT,ACP_FAILURE_QTY,ACP_BLOCK_CRACKING_PCT,ACP_ALLIGATOR_CRACKING_PCT,ACP_LONGITUDE_CRACKING_PCT,ACP_TRANSVERSE_CRACKING_QTY,ACP_RAVELING_CODE,ACP_FLUSHING_CODE,ACP_RUT_AUTO_SHALLOW_AVG_PCT,ACP_RUT_AUTO_DEEP_AVG_PCT,ACP_RUT_AUTO_SEVERE_AVG_PCT,ACP_RUT_AUTO_FAILURE_AVG_PCT,IRI_LEFT_SCORE,IRI_RIGHT_SCORE,secionID,COUNTY_NBR,RESPONSIBLE_MAINT_SECT_ID,PMIS_HIGHWAY_SYSTEM,PVMNT_TYPE_BROAD_CODE,CURRENT_18KIP_MEAS,AADT_CURRENT
BF1960AK,2010,12,0000,0,0684,0,100,65,2.6,0,0,0,0,0,0,0,0,0,0,0,0,150,190,1,102,10,5,1,1937,11300
BF1960AK,2010,12,0684,0,0684,0.6,46,46,3.7,0,0,40,11,9,2,0,0,4,0,0,0,84,117,2,102,10,5,1,1937,11300
BF1960AK,2010,12,0684,0.6,0684,1.1,38,38,3.6,0,0,46,21,17,2,0,0,4,0,0,0,92,116,3,102,10,5,1,1937,11300
BF1960AK,2010,12,0684,1.1,0684,1.6,37,37,3.7,0,0,34,30,20,2,0,0,2,0,0,0,79,115,4,102,10,5,1,3836,19200
BF1960AK,2010,12,0684,1.6,0686,0,56,56,3.6,0,0,100,0,0,0,0,0,1,0,0,0,82,129,5,102,10,5,1,3836,19200
BF1960AK,2010,12,0686,0,0686,0.5,44,39,3,0,0,93,9,0,0,0,0,3,2,0,0,130,158,6,102,10,5,1,3836,19200
BF1960AK,2010,12,0686,0.5,0686,1,63,30,2.3,12,0,0,9,33,2,0,0,1,0,0,0,188,200,7,102,10,5,1,3836,19200
BF1960AK,2010,12,0686,1,0686,1.5,46,30,2.6,5,0,0,27,101,4,0,0,1,0,0,0,179,175,8,102,10,5,1,3945,17300
BF1960AK,2010,12,0686,1.5,0688,0,37,35,3.1,0,0,26,45,2,2,0,0,0,0,0,0,112,158,9,102,10,5,1,2975,13800
BF1960AK,2010,12,0688,0,0688,0.3,64,64,3.5,0,0,0,21,5,0,0,0,0,0,0,0,104,119,10,102,10,5,1,2975,13800
BS0035CK,2010,12,0000,0,0492,0,100,99,3.3,0,0,0,0,10,2,0,0,0,0,0,0,130,121,11,20,2,5,1,4462,7300
BS0035CK,2010,12,0492,0,0492,0.5,63,63,3.5,0,0,0,17,65,1,0,0,0,0,0,0,107,108,12,20,2,5,1,4462,7300
BS0035CK,2010,12,0492,0.5,0492,1,77,77,3.6,0,0,0,5,99,1,0,0,0,0,0,0,106,102,13,20,2,5,1,4462,7300
BS0035CK,2010,12,0492,1,0492,1.5,77,77,3.7,0,0,0,9,41,0,0,0,0,0,0,0,93,108,14,20,2,5,1,10889,15400
BS0035CK,2010,12,0492,1.5,0494,0,74,48,2.6,1,0,0,11,23,0,0,0,1,0,0,0,165,179,15,20,2,5,1,10889,15400
BS0035CK,2010,12,0494,0,0494,0.5,91,91,3.9,1,0,0,3,63,2,0,0,0,0,0,0,80,94,16,20,2,5,1,10784,14900
BS0035CK,2010,12,0494,0.5,0494,1,67,67,3.9,6,0,0,9,71,2,0,0,0,0,0,0,81,93,17,20,2,5,1,9389,13200
BS0035CK,2010,12,0494,1,0494,1.5,61,61,4,1,0,0,15,71,4,0,0,0,0,0,0,87,80,18,20,2,5,1,9389,13200
BS0035CK,2010,12,0494,1.5,0494,1.9,57,54,3.1,0,0,0,28,36,4,0,0,0,0,0,0,131,141,19,20,2,5,1,3483,5900
BS0035EK,2010,12,0000,0,0000,0.5,65,35,2.4,0,0,0,14,0,0,0,0,13,0,0,0,143,233,20,20,2,5,1,5605,11300
BS0035EK,2010,12,0000,0.5,0000,1,89,89,4.1,0,0,0,5,5,0,0,0,3,0,0,0,81,74,21,20,2,5,1,5275,10200
BS0035EK,2010,12,0000,1,0532,0,65,65,4.6,0,0,0,19,2,0,0,0,0,0,0,0,65,46,22,20,2,5,1,5151,9800
BS0035EK,2010,12,0532,0,0532,0.6,65,65,4.4,0,0,0,19,8,0,0,0,0,0,0,0,70,65,23,20,2,5,1,5151,9800
BS0035EK,2010,12,0532,0.6,0532,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,24,20,2,5,1,5151,9800
BS0146DK,2010,12,0000,0,0476,0,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,25,102,6,5,2,13021,15600
BS0146DK,2010,12,0476,0,0476,0.5,98,93,3.1,0,0,0,3,47,0,0,0,0,0,0,0,132,143,26,102,6,5,1,9690,15600
BS0146DK,2010,12,0476,0.5,0476,1,23,14,2.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,174,187,27,102,6,5,3,13021,15600
BS0146DK,2010,12,0476,1,0476,1.5,81,39,2.3,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,172,218,28,102,6,5,3,6619,5400
BS0146DK,2010,12,0476,1.5,0478,0,48,34,2.7,0,0,0,26,0,9,0,0,1,0,0,0,132,207,29,102,6,5,1,4808,5300
BS0146DK,2010,12,0478,0,0478,0.5,52,41,2.8,0,0,8,26,18,0,0,0,4,1,0,0,138,177,30,102,6,5,1,4808,5300
BS0146DK,2010,12,0478,0.5,0478,1,58,34,2.5,5,0,0,23,45,0,0,0,3,1,0,0,172,185,31,102,6,5,1,4808,5300
BS0146DK,2010,12,0478,1,0478,1.2,39,0,0,32,0,0,36,8,0,0,0,0,0,0,0,0,0,32,102,6,5,1,1883,2500
BS0146EK,2010,12,0484,0,0484,0.5,93,93,3.5,0,0,0,4,20,1,0,0,1,0,0,0,122,120,33,102,9,5,1,1114,1300
BS0146EK,2010,12,0484,0.5,0484,0.9,60,60,2.9,6,0,0,19,14,1,0,0,1,0,0,0,131,161,34,102,9,5,1,1114,1300
BS0146EL,2010,12,0484,0.9,0484,1.4,100,100,3.5,0,0,0,0,35,0,0,0,0,0,0,0,109,113,35,102,9,5,1,4428,8850
BS0146EL,2010,12,0484,1.4,0486,0,100,100,3.8,0,0,0,0,28,0,0,0,2,0,0,0,78,103,36,102,9,5,1,4428,8850
BS0146EL,2010,12,0486,0,0486,0.5,100,100,3.9,0,0,0,0,5,0,0,0,0,0,0,0,78,100,37,102,9,5,1,4428,8850
BS0146EL,2010,12,0486,0.5,0486,1,99,99,3.8,0,0,0,0,0,0,0,0,5,0,0,0,78,112,38,102,9,5,1,3343,5300
BS0146EL,2010,12,0486,1,0486,1.2,99,99,3.6,0,0,0,0,0,0,0,0,6,0,0,0,90,121,39,102,9,5,1,3343,5300
BS0146EL,2010,12,0486,1.2,0486,1.7,100,100,4,0,0,0,0,0,0,0,0,1,0,0,0,69,94,40,102,9,5,1,4145,7850
BS0146EL,2010,12,0486,1.7,0486,2.2,90,90,3.4,0,1,0,0,0,0,0,0,0,0,0,0,118,118,41,102,9,5,1,4145,7850
BS0146EL,2010,12,0486,2.2,0486,2.7,100,100,4.6,0,0,0,0,0,0,0,0,0,0,0,0,57,55,42,102,9,5,1,4145,7850
BS0146EL,2010,12,0486,2.7,0488,0,100,100,4.5,0,0,0,0,0,0,0,0,0,0,0,0,58,64,43,102,9,5,1,4388,8700
BS0146EL,2010,12,0488,0,0488,0.5,100,100,3.8,0,0,0,0,0,0,0,0,0,0,0,0,78,122,44,102,9,5,1,4388,8700
BS0146EL,2010,12,0488,0.5,0488,0.8,100,100,3.7,0,0,0,0,0,0,0,0,1,0,0,0,96,114,45,102,9,5,1,4388,8700
BS0146EL,2010,12,0488,0.8,0488,1,100,100,3.3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,89,171,46,102,9,5,2,5895,8700
BS0146EL,2010,12,0488,1,0488,1.4,100,100,3.7,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,103,97,47,102,9,5,2,5895,8700
BS0146ER,2010,12,0484,0.9,0484,1.4,100,78,2.8,0,0,0,1,9,0,0,0,0,0,0,0,152,163,48,102,9,5,1,4428,8850
BS0146ER,2010,12,0484,1.4,0486,0,100,100,3.9,0,0,0,0,29,0,0,0,0,0,0,0,85,92,49,102,9,5,1,4428,8850
BS0146ER,2010,12,0486,0,0486,0.5,99,99,3.6,0,0,0,0,38,0,0,0,0,0,0,0,103,108,50,102,9,5,1,4428,8850
BS0146ER,2010,12,0486,0.5,0486,1,100,100,3.6,1,0,0,0,35,0,0,0,1,0,0,0,98,109,51,102,9,5,1,3343,5300
BS0146ER,2010,12,0486,1,0486,1.2,96,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,52,102,9,5,1,3343,5300
BS0146ER,2010,12,0486,1.2,0486,1.7,93,93,3.8,0,0,0,4,5,0,0,0,0,0,0,0,97,89,53,102,9,5,1,4145,7850
BS0146ER,2010,12,0486,1.7,0486,2.2,86,86,3.8,0,0,0,6,0,0,0,0,0,0,0,0,101,94,54,102,9,5,1,4145,7850
BS0146ER,2010,12,0486,2.2,0486,2.7,69,69,4.3,0,0,0,15,5,0,0,0,0,0,0,0,66,73,55,102,9,5,1,4145,7850
BS0146ER,2010,12,0486,2.7,0488,0,93,93,4.4,0,0,0,4,0,0,0,0,0,0,0,0,67,60,56,102,9,5,1,4388,8700
BS0146ER,2010,12,0488,0,0488,0.5,100,100,4.1,0,0,0,0,6,0,0,0,0,0,0,0,82,78,57,102,9,5,1,4388,8700
BS0146ER,2010,12,0488,0.5,0488,0.8,100,84,2.9,0,0,0,2,2,0,0,0,0,0,0,0,130,199,58,102,9,5,1,4388,8700
BS0146ER,2010,12,0488,0.8,0488,1,100,53,2.4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,192,178,59,102,9,5,2,5895,8700
BS0146ER,2010,12,0488,1,0488,1.4,100,84,2.9,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,151,157,60,102,9,5,2,5895,8700
BS0249BK,2010,12,0000,0,0000,0.5,100,100,3.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,114,109,61,102,10,5,2,34700,48000
BS0249BK,2010,12,0000,0.5,0452,0,61,32,2.4,0,0,44,0,4,0,0,0,0,0,0,0,169,214,62,102,10,5,1,34700,48000
BS0249BK,2010,12,0452,0,0452,0.5,54,54,3.8,0,0,2,53,0,0,0,0,0,0,0,0,87,95,63,102,10,5,1,34700,48000
BS0249BK,2010,12,0452,0.5,0452,1,55,55,4.1,2,0,0,45,5,1,0,0,0,0,0,0,77,77,64,102,10,5,1,36359,48000
BS0249BK,2010,12,0452,1,0452,1.2,59,59,3.7,0,0,0,30,20,1,0,0,0,0,0,0,93,114,65,102,10,5,1,36359,48000
BS0249BL,2010,12,0452,1.2,0452,1.6,100,100,3.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,109,106,66,102,10,5,2,18179,24000
