SIGNED_HIGHWAY_RDBD_ID,FISCAL_YEAR,RESPONSIBLE_DISTRICT,BEG_REF_MARKER_NBR,BEG_REF_MARKER_DISP,END_REF_MARKER_NBR,END_REF_MARKER_DISP,DISTRESS_SCORE,CONDITION_SCORE,RIDE_SCORE,ACP_PATCHING_PCT,ACP_FAILURE_QTY,ACP_BLOCK_CRACKING_PCT,ACP_ALLIGATOR_CRACKING_PCT,ACP_LONGITUDE_CRACKING_PCT,ACP_TRANSVERSE_CRACKING_QTY,ACP_RAVELING_CODE,ACP_FLUSHING_CODE,ACP_RUT_AUTO_SHALLOW_AVG_PCT,ACP_RUT_AUTO_DEEP_AVG_PCT,ACP_RUT_AUTO_SEVERE_AVG_PCT,ACP_RUT_AUTO_FAILURE_AVG_PCT,IRI_LEFT_SCORE,IRI_RIGHT_SCORE,secionID,COUNTY_NBR,RESPONSIBLE_MAINT_SECT_ID,PMIS_HIGHWAY_SYSTEM,PVMNT_TYPE_BROAD_CODE,CURRENT_18KIP_MEAS,AADT_CURRENT
BF1960AK,2013,12,0000,0,0684,0,100,84,2.9,0,0,0,0,0,0,0,0,0,0,0,0,153,149,1,102,10,5,1,1781,11200
BF1960AK,2013,12,0684,0,0684,0.6,56,56,3.6,0,0,33,2,90,2,0,0,0,0,0,0,88,115,2,102,10,5,1,1781,11200
BF1960AK,2013,12,0684,0.6,0684,1.1,47,47,3.6,1,0,26,11,60,2,0,0,0,0,0,0,90,120,3,102,10,5,1,1781,11200
BF1960AK,2013,12,0684,1.1,0684,1.6,48,48,3.6,0,0,23,11,59,2,0,0,0,0,0,0,89,125,4,102,10,5,1,3819,21000
BF1960AK,2013,12,0684,1.6,0686,0,58,58,3.7,0,0,61,0,34,2,0,0,0,0,0,0,79,117,5,102,10,5,1,3819,21000
BF1960AK,2013,12,0686,0,0686,0.5,41,37,3,17,0,42,3,76,2,0,0,0,0,0,0,117,171,6,102,10,5,1,3819,21000
BF1960AK,2013,12,0686,0.5,0686,1,76,20,1.8,14,0,0,1,51,1,0,0,0,0,0,0,227,257,7,102,10,5,1,3819,21000
BF1960AK,2013,12,0686,1,0686,1.5,49,38,2.8,3,1,0,13,117,4,0,0,0,0,0,0,197,121,8,102,10,5,1,2391,14900
BF1960AK,2013,12,0686,1.5,0688,0,48,48,3.3,0,0,22,13,50,1,0,0,0,0,0,0,104,136,9,102,10,5,1,1734,11500
BF1960AK,2013,12,0688,0,0688,0.3,98,98,3.3,0,0,0,1,48,1,0,0,0,0,0,0,123,126,10,102,10,5,1,1513,10200
BS0035CK,2013,12,0000,0,0492,0,0,0,0,0,0,0,0,8,0,0,0,NA,NA,NA,NA,0,0,11,20,2,5,1,3031,6400
BS0035CK,2013,12,0492,0,0492,0.5,68,68,3.5,0,0,0,0,185,1,0,0,0,0,0,0,101,116,12,20,2,5,1,3031,6400
BS0035CK,2013,12,0492,0.5,0492,1,30,30,3.5,0,5,0,4,100,1,0,0,1,0,0,0,110,107,13,20,2,5,1,3031,6400
BS0035CK,2013,12,0492,1,0492,1.5,97,97,3.6,0,0,0,0,57,0,0,0,0,0,0,0,99,105,14,20,2,5,1,7673,13600
BS0035CK,2013,12,0492,1.5,0494,0,83,64,2.8,8,0,0,0,66,0,0,0,0,0,0,0,142,184,15,20,2,5,1,7746,14000
BS0035CK,2013,12,0494,0,0494,0.5,82,82,3.5,6,0,0,0,88,2,0,0,0,0,0,0,104,115,16,20,2,5,1,7746,14000
BS0035CK,2013,12,0494,0.5,0494,1,85,85,3.7,0,0,0,0,102,2,0,0,0,0,0,0,88,105,17,20,2,5,1,7108,12600
BS0035CK,2013,12,0494,1,0494,1.5,85,85,3.5,0,0,0,0,97,3,0,0,0,0,0,0,113,113,18,20,2,5,1,7108,12600
BS0035CK,2013,12,0494,1.5,0494,1.9,69,66,3.1,0,0,0,0,158,4,0,0,0,0,0,0,148,123,19,20,2,5,1,2936,6200
BS0035EK,2013,12,0000,0,0000,0.5,73,39,2.4,0,0,0,8,30,0,0,0,17,0,0,0,139,227,20,20,2,5,1,3535,6200
BS0035EK,2013,12,0000,0.5,0000,1,98,98,4.2,0,0,0,2,32,0,0,0,6,0,0,0,72,81,21,20,2,5,1,3237,5000
BS0035EK,2013,12,0000,1,0532,0,99,99,4.6,0,0,0,2,23,0,0,0,0,0,0,0,60,46,22,20,2,5,1,2406,3400
BS0035EK,2013,12,0532,0,0532,0.5,62,62,4.3,0,0,0,17,72,0,0,0,0,0,0,0,71,70,23,20,2,5,1,2406,3400
BS0035EK,2013,12,0532,0.5,0532,0.7,57,57,4.1,0,0,0,27,68,0,0,0,0,0,0,0,78,74,24,20,2,5,1,2406,3400
BS0146DK,2013,12,0000,0,0000,0.1,100,10,1.3,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,277,303,25,102,6,5,2,4042,5000
BS0146DK,2013,12,0000,0.1,0478,0,95,61,2.6,0,0,0,6,54,0,0,0,5,0,0,0,138,213,26,102,6,5,1,2837,5000
BS0146DK,2013,12,0478,0,0478,0.5,20,19,3.2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,115,148,27,102,6,5,3,4042,5000
BS0146DK,2013,12,0478,0.5,0478,1,90,90,3.4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,105,126,28,102,6,5,3,4042,5000
BS0146DK,2013,12,0478,1,0478,1.2,56,43,2.3,0,0,0,21,95,0,0,0,0,0,0,0,169,219,29,102,6,5,1,1241,2600
BS0146EK,2013,12,0484,0,0484,0.5,91,91,3.6,0,0,0,4,49,1,0,0,1,0,0,0,108,100,30,102,9,5,1,618,1300
BS0146EK,2013,12,0484,0.5,0484,0.9,74,74,3.6,3,0,0,10,41,1,0,0,0,0,0,0,103,108,31,102,9,5,1,618,1300
BS0146EL,2013,12,0484,0.9,0484,1.4,99,99,3.3,0,0,0,0,42,0,0,0,0,0,0,0,114,137,32,102,9,5,1,2391,7200
BS0146EL,2013,12,0484,1.4,0486,0,92,92,3.6,0,0,0,0,78,0,0,0,1,0,0,0,82,124,33,102,9,5,1,2391,7200
